Variable,date,Hour,Value
speed,16-04-2015,14:00,4
direction,16-04-2015,14:00,280
speed,16-04-2015,17:00,5
direction,16-04-2015,17:00,310
speed,16-04-2015,20:00,2
direction,16-04-2015,20:00,290
speed,16-04-2015,23:00,2
direction,16-04-2015,23:00,260
speed,17-04-2015,02:00,2
direction,17-04-2015,02:00,130
speed,17-04-2015,05:00,4.5
direction,17-04-2015,05:00,150
speed,17-04-2015,08:00,4
direction,17-04-2015,08:00,190
speed,17-04-2015,11:00,3
direction,17-04-2015,11:00,250
speed,17-04-2015,14:00,5
direction,17-04-2015,14:00,300
speed,17-04-2015,17:00,4
direction,17-04-2015,17:00,330
speed,17-04-2015,20:00,3
direction,17-04-2015,20:00,330
speed,17-04-2015,23:00,3
direction,17-04-2015,23:00,320
speed,18-04-2015,02:00,0.5
direction,18-04-2015,02:00,110
speed,18-04-2015,05:00,1.5
direction,18-04-2015,05:00,130
speed,18-04-2015,08:00,2
direction,18-04-2015,08:00,190
speed,18-04-2015,11:00,2.5
direction,18-04-2015,11:00,290
speed,18-04-2015,14:00,4
direction,18-04-2015,14:00,300
speed,18-04-2015,17:00,5
direction,18-04-2015,17:00,340
speed,18-04-2015,20:00,3.5
direction,18-04-2015,20:00,340
speed,18-04-2015,23:00,1.5
direction,18-04-2015,23:00,110
speed,19-04-2015,02:00,1.5
direction,19-04-2015,02:00,100
speed,19-04-2015,05:00,2.5
direction,19-04-2015,05:00,120
speed,19-04-2015,08:00,1.5
direction,19-04-2015,08:00,150
speed,19-04-2015,11:00,3
direction,19-04-2015,11:00,270
speed,19-04-2015,14:00,4.5
direction,19-04-2015,14:00,330
speed,19-04-2015,17:00,7
direction,19-04-2015,17:00,350
speed,19-04-2015,20:00,1.5
direction,19-04-2015,20:00,70
speed,19-04-2015,23:00,1
direction,19-04-2015,23:00,120
speed,20-04-2015,02:00,2
direction,20-04-2015,02:00,120
speed,20-04-2015,05:00,2.5
direction,20-04-2015,05:00,120
speed,20-04-2015,08:00,3.5
direction,20-04-2015,08:00,160
speed,20-04-2015,11:00,3
direction,20-04-2015,11:00,210
speed,20-04-2015,14:00,4
direction,20-04-2015,14:00,190
speed,20-04-2015,17:00,5.5
direction,20-04-2015,17:00,180
speed,20-04-2015,20:00,5
direction,20-04-2015,20:00,150
speed,20-04-2015,23:00,3.5
direction,20-04-2015,23:00,250
speed,21-04-2015,02:00,2.5
direction,21-04-2015,02:00,280
speed,21-04-2015,05:00,1.5
direction,21-04-2015,05:00,290
speed,21-04-2015,08:00,3
direction,21-04-2015,08:00,230
speed,21-04-2015,11:00,4.5
direction,21-04-2015,11:00,260
speed,21-04-2015,14:00,5.5
direction,21-04-2015,14:00,260
speed,21-04-2015,17:00,5.5
direction,21-04-2015,17:00,270
speed,21-04-2015,20:00,5.5
direction,21-04-2015,20:00,260
speed,21-04-2015,23:00,6
direction,21-04-2015,23:00,240
speed,22-04-2015,02:00,6
direction,22-04-2015,02:00,220
speed,22-04-2015,05:00,6
direction,22-04-2015,05:00,240
speed,22-04-2015,08:00,6
direction,22-04-2015,08:00,240
speed,22-04-2015,11:00,6
direction,22-04-2015,11:00,240
speed,22-04-2015,14:00,5.5
direction,22-04-2015,14:00,270
speed,22-04-2015,17:00,4.5
direction,22-04-2015,17:00,260
speed,22-04-2015,20:00,6.5
direction,22-04-2015,20:00,270
speed,22-04-2015,23:00,8
direction,22-04-2015,23:00,270
speed,23-04-2015,02:00,6.5
direction,23-04-2015,02:00,250
speed,23-04-2015,05:00,8
direction,23-04-2015,05:00,250
speed,23-04-2015,08:00,8
direction,23-04-2015,08:00,240
speed,23-04-2015,11:00,10.5
direction,23-04-2015,11:00,250
speed,23-04-2015,14:00,12.5
direction,23-04-2015,14:00,270
speed,23-04-2015,17:00,10.5
direction,23-04-2015,17:00,260
speed,23-04-2015,20:00,10.5
direction,23-04-2015,20:00,260
speed,23-04-2015,23:00,8
direction,23-04-2015,23:00,250
speed,24-04-2015,02:00,8.5
direction,24-04-2015,02:00,270
speed,24-04-2015,05:00,9.5
direction,24-04-2015,05:00,270
speed,24-04-2015,08:00,10.5
direction,24-04-2015,08:00,300
speed,24-04-2015,11:00,7
direction,24-04-2015,11:00,300
speed,24-04-2015,14:00,6.5
direction,24-04-2015,14:00,290
speed,24-04-2015,17:00,5.5
direction,24-04-2015,17:00,310
speed,24-04-2015,20:00,5
direction,24-04-2015,20:00,350
speed,24-04-2015,23:00,1.5
direction,24-04-2015,23:00,110
speed,25-04-2015,02:00,2.5
direction,25-04-2015,02:00,90
speed,25-04-2015,05:00,2
direction,25-04-2015,05:00,100
speed,25-04-2015,08:00,4.5
direction,25-04-2015,08:00,60
speed,25-04-2015,11:00,3
direction,25-04-2015,11:00,60
speed,25-04-2015,14:00,13
direction,25-04-2015,14:00,360
speed,25-04-2015,17:00,13.5
direction,25-04-2015,17:00,360
speed,25-04-2015,20:00,10.5
direction,25-04-2015,20:00,10
speed,25-04-2015,23:00,1
direction,25-04-2015,23:00,70
speed,26-04-2015,02:00,2.5
direction,26-04-2015,02:00,50
speed,26-04-2015,05:00,3.5
direction,26-04-2015,05:00,160
speed,26-04-2015,08:00,1.5
direction,26-04-2015,08:00,230
speed,26-04-2015,11:00,4
direction,26-04-2015,11:00,310
speed,26-04-2015,14:00,6
direction,26-04-2015,14:00,350
speed,26-04-2015,17:00,8.5
direction,26-04-2015,17:00,360
speed,26-04-2015,20:00,1
direction,26-04-2015,20:00,90
speed,26-04-2015,23:00,1.5
direction,26-04-2015,23:00,130
speed,27-04-2015,02:00,1
direction,27-04-2015,02:00,120
speed,27-04-2015,05:00,0.5
direction,27-04-2015,05:00,80
speed,27-04-2015,08:00,1
direction,27-04-2015,08:00,190
speed,27-04-2015,11:00,2.5
direction,27-04-2015,11:00,280
speed,27-04-2015,14:00,3.5
direction,27-04-2015,14:00,350
speed,27-04-2015,17:00,3
direction,27-04-2015,17:00,360
speed,27-04-2015,20:00,4
direction,27-04-2015,20:00,30
speed,27-04-2015,23:00,1.5
direction,27-04-2015,23:00,80
speed,28-04-2015,02:00,3
direction,28-04-2015,02:00,60
speed,28-04-2015,05:00,3
direction,28-04-2015,05:00,70
speed,28-04-2015,08:00,2
direction,28-04-2015,08:00,110
speed,28-04-2015,11:00,3.5
direction,28-04-2015,11:00,200
speed,28-04-2015,14:00,3
direction,28-04-2015,14:00,270
speed,28-04-2015,17:00,1
direction,28-04-2015,17:00,290
speed,28-04-2015,20:00,0.5
direction,28-04-2015,20:00,240
speed,28-04-2015,23:00,1.5
direction,28-04-2015,23:00,70
speed,29-04-2015,02:00,1
direction,29-04-2015,02:00,130
speed,29-04-2015,05:00,0.5
direction,29-04-2015,05:00,120
speed,29-04-2015,08:00,2
direction,29-04-2015,08:00,270
speed,29-04-2015,11:00,2
direction,29-04-2015,11:00,210
speed,29-04-2015,14:00,1.5
direction,29-04-2015,14:00,310
speed,29-04-2015,17:00,4
direction,29-04-2015,17:00,360
speed,29-04-2015,20:00,1.5
direction,29-04-2015,20:00,120
speed,29-04-2015,23:00,2.5
direction,29-04-2015,23:00,220
speed,30-04-2015,02:00,3
direction,30-04-2015,02:00,260
speed,30-04-2015,05:00,2.5
direction,30-04-2015,05:00,260
speed,30-04-2015,08:00,2.5
direction,30-04-2015,08:00,240
speed,30-04-2015,11:00,5
direction,30-04-2015,11:00,270
speed,30-04-2015,14:00,5
direction,30-04-2015,14:00,280
speed,30-04-2015,17:00,3.5
direction,30-04-2015,17:00,310
speed,30-04-2015,20:00,3
direction,30-04-2015,20:00,330
speed,30-04-2015,23:00,2
direction,30-04-2015,23:00,160
speed,01-05-2015,02:00,2
direction,01-05-2015,02:00,250
speed,01-05-2015,05:00,2.5
direction,01-05-2015,05:00,160
speed,01-05-2015,08:00,3.5
direction,01-05-2015,08:00,240
speed,01-05-2015,11:00,4
direction,01-05-2015,11:00,240
speed,01-05-2015,14:00,4
direction,01-05-2015,14:00,270
speed,01-05-2015,17:00,4
direction,01-05-2015,17:00,310
speed,01-05-2015,20:00,3
direction,01-05-2015,20:00,340
speed,01-05-2015,23:00,1.5
direction,01-05-2015,23:00,20
speed,02-05-2015,02:00,1
direction,02-05-2015,02:00,120
speed,02-05-2015,05:00,2
direction,02-05-2015,05:00,140
speed,02-05-2015,08:00,0.5
direction,02-05-2015,08:00,250
speed,02-05-2015,11:00,4.5
direction,02-05-2015,11:00,300
speed,02-05-2015,14:00,5
direction,02-05-2015,14:00,320
speed,02-05-2015,17:00,6
direction,02-05-2015,17:00,340
speed,02-05-2015,20:00,5.5
direction,02-05-2015,20:00,350
speed,02-05-2015,23:00,2.5
direction,02-05-2015,23:00,340
speed,03-05-2015,02:00,3.5
direction,03-05-2015,02:00,350
speed,03-05-2015,05:00,1
direction,03-05-2015,05:00,350
speed,03-05-2015,08:00,3.5
direction,03-05-2015,08:00,350
speed,03-05-2015,11:00,4.5
direction,03-05-2015,11:00,330
speed,03-05-2015,14:00,6.5
direction,03-05-2015,14:00,340
speed,03-05-2015,17:00,8.5
direction,03-05-2015,17:00,340
speed,03-05-2015,20:00,4.5
direction,03-05-2015,20:00,340
speed,03-05-2015,23:00,3.5
direction,03-05-2015,23:00,330
speed,04-05-2015,02:00,3.5
direction,04-05-2015,02:00,300
speed,04-05-2015,05:00,3.5
direction,04-05-2015,05:00,310
speed,04-05-2015,08:00,3.5
direction,04-05-2015,08:00,300
speed,04-05-2015,11:00,4
direction,04-05-2015,11:00,290
speed,04-05-2015,14:00,5.5
direction,04-05-2015,14:00,300
speed,04-05-2015,17:00,4.5
direction,04-05-2015,17:00,320
speed,04-05-2015,20:00,4
direction,04-05-2015,20:00,350
speed,04-05-2015,23:00,4
direction,04-05-2015,23:00,350
speed,05-05-2015,02:00,2.5
direction,05-05-2015,02:00,330
speed,05-05-2015,05:00,0.5
direction,05-05-2015,05:00,30
speed,05-05-2015,08:00,1.5
direction,05-05-2015,08:00,280
speed,05-05-2015,11:00,3.5
direction,05-05-2015,11:00,310
speed,05-05-2015,14:00,7
direction,05-05-2015,14:00,340
speed,05-05-2015,17:00,7
direction,05-05-2015,17:00,350
speed,05-05-2015,20:00,4.5
direction,05-05-2015,20:00,350
speed,05-05-2015,23:00,3.5
direction,05-05-2015,23:00,340
speed,06-05-2015,02:00,2.5
direction,06-05-2015,02:00,330
speed,06-05-2015,05:00,1.5
direction,06-05-2015,05:00,10
speed,06-05-2015,08:00,2
direction,06-05-2015,08:00,340
speed,06-05-2015,11:00,5
direction,06-05-2015,11:00,330
speed,06-05-2015,14:00,8.5
direction,06-05-2015,14:00,350
speed,06-05-2015,17:00,8.5
direction,06-05-2015,17:00,350
speed,06-05-2015,20:00,6
direction,06-05-2015,20:00,350
speed,06-05-2015,23:00,3
direction,06-05-2015,23:00,300
speed,07-05-2015,02:00,1.5
direction,07-05-2015,02:00,130
speed,07-05-2015,05:00,3
direction,07-05-2015,05:00,140
speed,07-05-2015,08:00,2.5
direction,07-05-2015,08:00,200
speed,07-05-2015,11:00,3.5
direction,07-05-2015,11:00,270
speed,07-05-2015,14:00,3.5
direction,07-05-2015,14:00,280
speed,07-05-2015,17:00,5
direction,07-05-2015,17:00,350
speed,07-05-2015,20:00,2.5
direction,07-05-2015,20:00,350
speed,07-05-2015,23:00,1
direction,07-05-2015,23:00,280
speed,08-05-2015,02:00,1
direction,08-05-2015,02:00,120
speed,08-05-2015,05:00,2
direction,08-05-2015,05:00,130
speed,08-05-2015,08:00,3.5
direction,08-05-2015,08:00,190
speed,08-05-2015,11:00,4.5
direction,08-05-2015,11:00,240
speed,08-05-2015,14:00,2.5
direction,08-05-2015,14:00,270
speed,08-05-2015,17:00,2.5
direction,08-05-2015,17:00,280
speed,08-05-2015,20:00,2
direction,08-05-2015,20:00,160
speed,08-05-2015,23:00,2
direction,08-05-2015,23:00,150
speed,09-05-2015,02:00,2
direction,09-05-2015,02:00,120
speed,09-05-2015,05:00,2.5
direction,09-05-2015,05:00,120
speed,09-05-2015,08:00,3
direction,09-05-2015,08:00,190
speed,09-05-2015,11:00,2.5
direction,09-05-2015,11:00,220
speed,09-05-2015,14:00,2
direction,09-05-2015,14:00,350
speed,09-05-2015,17:00,4
direction,09-05-2015,17:00,360
speed,09-05-2015,20:00,3.5
direction,09-05-2015,20:00,320
speed,09-05-2015,23:00,4.5
direction,09-05-2015,23:00,250
speed,10-05-2015,02:00,5.5
direction,10-05-2015,02:00,230
speed,10-05-2015,05:00,6.5
direction,10-05-2015,05:00,210
speed,10-05-2015,08:00,6
direction,10-05-2015,08:00,210
speed,10-05-2015,11:00,5.5
direction,10-05-2015,11:00,230
speed,10-05-2015,14:00,4
direction,10-05-2015,14:00,270
speed,10-05-2015,17:00,4.5
direction,10-05-2015,17:00,270
speed,10-05-2015,20:00,2.5
direction,10-05-2015,20:00,290
speed,10-05-2015,23:00,1.5
direction,10-05-2015,23:00,230
speed,11-05-2015,02:00,1.5
direction,11-05-2015,02:00,100
speed,11-05-2015,05:00,1
direction,11-05-2015,05:00,90
speed,11-05-2015,08:00,1.5
direction,11-05-2015,08:00,350
speed,11-05-2015,11:00,4.5
direction,11-05-2015,11:00,270
speed,11-05-2015,14:00,0.5
direction,11-05-2015,14:00,190
speed,11-05-2015,17:00,2.5
direction,11-05-2015,17:00,50
speed,11-05-2015,20:00,1.5
direction,11-05-2015,20:00,40
speed,11-05-2015,23:00,5.5
direction,11-05-2015,23:00,340
speed,12-05-2015,02:00,1
direction,12-05-2015,02:00,120
speed,12-05-2015,05:00,3
direction,12-05-2015,05:00,120
speed,12-05-2015,08:00,3.5
direction,12-05-2015,08:00,210
speed,12-05-2015,11:00,3
direction,12-05-2015,11:00,290
speed,12-05-2015,14:00,4.5
direction,12-05-2015,14:00,270
speed,12-05-2015,17:00,2.5
direction,12-05-2015,17:00,330
speed,12-05-2015,20:00,2
direction,12-05-2015,20:00,360
speed,12-05-2015,23:00,2
direction,12-05-2015,23:00,80
speed,13-05-2015,02:00,1
direction,13-05-2015,02:00,100
speed,13-05-2015,05:00,0.5
direction,13-05-2015,05:00,30
speed,13-05-2015,08:00,1
direction,13-05-2015,08:00,300
speed,13-05-2015,11:00,7.5
direction,13-05-2015,11:00,340
speed,13-05-2015,14:00,9.5
direction,13-05-2015,14:00,360
speed,13-05-2015,17:00,7.5
direction,13-05-2015,17:00,360
speed,13-05-2015,20:00,10
direction,13-05-2015,20:00,360
speed,13-05-2015,23:00,4
direction,13-05-2015,23:00,340
speed,14-05-2015,02:00,5.5
direction,14-05-2015,02:00,290
speed,14-05-2015,05:00,3.5
direction,14-05-2015,05:00,270
speed,14-05-2015,08:00,6.5
direction,14-05-2015,08:00,280
speed,14-05-2015,11:00,5
direction,14-05-2015,11:00,270
speed,14-05-2015,14:00,5.5
direction,14-05-2015,14:00,270
speed,14-05-2015,17:00,5.5
direction,14-05-2015,17:00,280
speed,14-05-2015,20:00,4
direction,14-05-2015,20:00,270
speed,14-05-2015,23:00,3
direction,14-05-2015,23:00,240
speed,15-05-2015,02:00,3.5
direction,15-05-2015,02:00,240
speed,15-05-2015,05:00,3.5
direction,15-05-2015,05:00,150
speed,15-05-2015,08:00,5
direction,15-05-2015,08:00,200
speed,15-05-2015,11:00,5.5
direction,15-05-2015,11:00,230
speed,15-05-2015,14:00,4.5
direction,15-05-2015,14:00,300
speed,15-05-2015,17:00,6
direction,15-05-2015,17:00,350
speed,15-05-2015,20:00,6
direction,15-05-2015,20:00,10
speed,15-05-2015,23:00,1.5
direction,15-05-2015,23:00,70
speed,16-05-2015,02:00,1.5
direction,16-05-2015,02:00,80
speed,16-05-2015,05:00,1
direction,16-05-2015,05:00,60
speed,16-05-2015,08:00,4
direction,16-05-2015,08:00,360
speed,16-05-2015,11:00,8.5
direction,16-05-2015,11:00,350
speed,16-05-2015,14:00,12.5
direction,16-05-2015,14:00,360
speed,16-05-2015,17:00,11.5
direction,16-05-2015,17:00,360
speed,16-05-2015,20:00,10.5
direction,16-05-2015,20:00,360
speed,16-05-2015,23:00,5.5
direction,16-05-2015,23:00,30
speed,17-05-2015,02:00,1.5
direction,17-05-2015,02:00,60
speed,17-05-2015,05:00,0.5
direction,17-05-2015,05:00,50
speed,17-05-2015,08:00,1.5
direction,17-05-2015,08:00,340
speed,17-05-2015,11:00,8
direction,17-05-2015,11:00,360
speed,17-05-2015,14:00,10
direction,17-05-2015,14:00,360
speed,17-05-2015,17:00,10.5
direction,17-05-2015,17:00,10
speed,17-05-2015,20:00,4.5
direction,17-05-2015,20:00,20
speed,17-05-2015,23:00,2.5
direction,17-05-2015,23:00,60
speed,18-05-2015,02:00,4.5
direction,18-05-2015,02:00,80
speed,18-05-2015,05:00,5
direction,18-05-2015,05:00,70
speed,18-05-2015,08:00,5
direction,18-05-2015,08:00,70
speed,18-05-2015,11:00,5
direction,18-05-2015,11:00,120
speed,18-05-2015,14:00,1.5
direction,18-05-2015,14:00,60
speed,18-05-2015,17:00,10.5
direction,18-05-2015,17:00,10
speed,18-05-2015,20:00,5
direction,18-05-2015,20:00,30
speed,18-05-2015,23:00,2.5
direction,18-05-2015,23:00,50
speed,19-05-2015,02:00,4
direction,19-05-2015,02:00,60
speed,19-05-2015,05:00,5
direction,19-05-2015,05:00,80
speed,19-05-2015,08:00,5
direction,19-05-2015,08:00,190
speed,19-05-2015,11:00,5.5
direction,19-05-2015,11:00,190
speed,19-05-2015,14:00,3
direction,19-05-2015,14:00,190
speed,19-05-2015,17:00,3
direction,19-05-2015,17:00,210
speed,19-05-2015,20:00,3
direction,19-05-2015,20:00,180
speed,19-05-2015,23:00,3.5
direction,19-05-2015,23:00,170
speed,20-05-2015,02:00,5.5
direction,20-05-2015,02:00,190
speed,20-05-2015,05:00,4
direction,20-05-2015,05:00,150
speed,20-05-2015,08:00,4
direction,20-05-2015,08:00,210
speed,20-05-2015,11:00,3.5
direction,20-05-2015,11:00,210
speed,20-05-2015,14:00,3
direction,20-05-2015,14:00,320
speed,20-05-2015,17:00,4
direction,20-05-2015,17:00,330
speed,20-05-2015,20:00,3.5
direction,20-05-2015,20:00,360
speed,20-05-2015,23:00,4.5
direction,20-05-2015,23:00,330
speed,21-05-2015,02:00,2
direction,21-05-2015,02:00,290
speed,21-05-2015,05:00,2.5
direction,21-05-2015,05:00,240
speed,21-05-2015,08:00,5
direction,21-05-2015,08:00,290
speed,21-05-2015,11:00,5.5
direction,21-05-2015,11:00,310
speed,21-05-2015,14:00,5
direction,21-05-2015,14:00,310
speed,21-05-2015,17:00,5.5
direction,21-05-2015,17:00,330
speed,21-05-2015,20:00,5
direction,21-05-2015,20:00,310
speed,21-05-2015,23:00,4.5
direction,21-05-2015,23:00,310
speed,22-05-2015,02:00,4.5
direction,22-05-2015,02:00,270
speed,22-05-2015,05:00,3.5
direction,22-05-2015,05:00,250
speed,22-05-2015,08:00,4.5
direction,22-05-2015,08:00,280
speed,22-05-2015,11:00,4
direction,22-05-2015,11:00,250
speed,22-05-2015,14:00,4
direction,22-05-2015,14:00,260
speed,22-05-2015,17:00,3.5
direction,22-05-2015,17:00,240
speed,22-05-2015,20:00,3.5
direction,22-05-2015,20:00,260
speed,22-05-2015,23:00,3.5
direction,22-05-2015,23:00,250
speed,23-05-2015,02:00,5
direction,23-05-2015,02:00,220
speed,23-05-2015,05:00,4
direction,23-05-2015,05:00,210
speed,23-05-2015,08:00,6
direction,23-05-2015,08:00,200
speed,23-05-2015,11:00,5
direction,23-05-2015,11:00,230
speed,23-05-2015,14:00,5.5
direction,23-05-2015,14:00,260
speed,23-05-2015,17:00,3
direction,23-05-2015,17:00,270
speed,23-05-2015,20:00,2
direction,23-05-2015,20:00,210
speed,23-05-2015,23:00,1.5
direction,23-05-2015,23:00,150
speed,24-05-2015,02:00,2
direction,24-05-2015,02:00,110
speed,24-05-2015,05:00,3
direction,24-05-2015,05:00,160
speed,24-05-2015,08:00,3
direction,24-05-2015,08:00,190
speed,24-05-2015,11:00,3
direction,24-05-2015,11:00,200
speed,24-05-2015,14:00,3
direction,24-05-2015,14:00,340
speed,24-05-2015,17:00,4.5
direction,24-05-2015,17:00,10
speed,24-05-2015,20:00,1.5
direction,24-05-2015,20:00,120
speed,24-05-2015,23:00,2.5
direction,24-05-2015,23:00,110
speed,25-05-2015,02:00,2
direction,25-05-2015,02:00,110
speed,25-05-2015,05:00,1
direction,25-05-2015,05:00,20
speed,25-05-2015,08:00,2
direction,25-05-2015,08:00,350
speed,25-05-2015,11:00,2
direction,25-05-2015,11:00,330
speed,25-05-2015,14:00,4
direction,25-05-2015,14:00,360
speed,25-05-2015,17:00,3.5
direction,25-05-2015,17:00,360
speed,25-05-2015,20:00,2.5
direction,25-05-2015,20:00,350
speed,25-05-2015,23:00,7.5
direction,25-05-2015,23:00,340
speed,26-05-2015,02:00,3.5
direction,26-05-2015,02:00,360
speed,26-05-2015,05:00,1
direction,26-05-2015,05:00,340
speed,26-05-2015,08:00,2
direction,26-05-2015,08:00,280
speed,26-05-2015,11:00,2.5
direction,26-05-2015,11:00,270
speed,26-05-2015,14:00,5
direction,26-05-2015,14:00,350
speed,26-05-2015,17:00,6.5
direction,26-05-2015,17:00,360
speed,26-05-2015,20:00,4
direction,26-05-2015,20:00,10
speed,26-05-2015,23:00,2
direction,26-05-2015,23:00,50
speed,27-05-2015,02:00,1.5
direction,27-05-2015,02:00,50
speed,27-05-2015,05:00,0.5
direction,27-05-2015,05:00,70
speed,27-05-2015,08:00,2
direction,27-05-2015,08:00,210
speed,27-05-2015,11:00,3
direction,27-05-2015,11:00,360
speed,27-05-2015,14:00,1.5
direction,27-05-2015,14:00,10
speed,27-05-2015,17:00,2
direction,27-05-2015,17:00,210
speed,27-05-2015,20:00,4
direction,27-05-2015,20:00,340
speed,27-05-2015,23:00,1.5
direction,27-05-2015,23:00,220
speed,28-05-2015,02:00,2.5
direction,28-05-2015,02:00,170
speed,28-05-2015,05:00,2
direction,28-05-2015,05:00,220
speed,28-05-2015,08:00,4
direction,28-05-2015,08:00,320
speed,28-05-2015,11:00,2
direction,28-05-2015,11:00,330
speed,28-05-2015,14:00,5
direction,28-05-2015,14:00,290
speed,28-05-2015,17:00,5
direction,28-05-2015,17:00,270
speed,28-05-2015,20:00,5.5
direction,28-05-2015,20:00,250
speed,28-05-2015,23:00,5
direction,28-05-2015,23:00,250
speed,29-05-2015,02:00,4.5
direction,29-05-2015,02:00,230
speed,29-05-2015,05:00,6
direction,29-05-2015,05:00,250
speed,29-05-2015,08:00,5
direction,29-05-2015,08:00,220
speed,29-05-2015,11:00,5.5
direction,29-05-2015,11:00,240
speed,29-05-2015,14:00,5.5
direction,29-05-2015,14:00,260
speed,29-05-2015,17:00,5
direction,29-05-2015,17:00,260
speed,29-05-2015,20:00,4.5
direction,29-05-2015,20:00,260
speed,29-05-2015,23:00,4
direction,29-05-2015,23:00,250
speed,30-05-2015,02:00,4
direction,30-05-2015,02:00,240
speed,30-05-2015,05:00,4.5
direction,30-05-2015,05:00,220
speed,30-05-2015,08:00,5
direction,30-05-2015,08:00,230
speed,30-05-2015,11:00,4.5
direction,30-05-2015,11:00,230
speed,30-05-2015,14:00,6
direction,30-05-2015,14:00,270
speed,30-05-2015,17:00,4.5
direction,30-05-2015,17:00,300
speed,30-05-2015,20:00,3
direction,30-05-2015,20:00,300
speed,30-05-2015,23:00,2
direction,30-05-2015,23:00,280
speed,31-05-2015,02:00,1.5
direction,31-05-2015,02:00,120
speed,31-05-2015,05:00,2
direction,31-05-2015,05:00,120
speed,31-05-2015,08:00,2
direction,31-05-2015,08:00,240
speed,31-05-2015,11:00,4.5
direction,31-05-2015,11:00,290
speed,31-05-2015,14:00,7
direction,31-05-2015,14:00,320
speed,31-05-2015,17:00,7.5
direction,31-05-2015,17:00,350
speed,31-05-2015,20:00,7.5
direction,31-05-2015,20:00,360
speed,31-05-2015,23:00,6.5
direction,31-05-2015,23:00,350
speed,01-06-2015,02:00,5.5
direction,01-06-2015,02:00,350
speed,01-06-2015,05:00,2.5
direction,01-06-2015,05:00,30
speed,01-06-2015,08:00,5
direction,01-06-2015,08:00,340
speed,01-06-2015,11:00,7
direction,01-06-2015,11:00,340
speed,01-06-2015,14:00,7.5
direction,01-06-2015,14:00,340
speed,01-06-2015,17:00,5.5
direction,01-06-2015,17:00,330
speed,01-06-2015,20:00,5
direction,01-06-2015,20:00,310
speed,01-06-2015,23:00,4.5
direction,01-06-2015,23:00,250
speed,02-06-2015,02:00,3.5
direction,02-06-2015,02:00,230
speed,02-06-2015,05:00,3.5
direction,02-06-2015,05:00,230
speed,02-06-2015,08:00,3.5
direction,02-06-2015,08:00,220
speed,02-06-2015,11:00,5
direction,02-06-2015,11:00,230
speed,02-06-2015,14:00,4
direction,02-06-2015,14:00,270
speed,02-06-2015,17:00,4
direction,02-06-2015,17:00,280
speed,02-06-2015,20:00,2.5
direction,02-06-2015,20:00,280
speed,02-06-2015,23:00,1.5
direction,02-06-2015,23:00,50
speed,03-06-2015,02:00,1
direction,03-06-2015,02:00,110
speed,03-06-2015,05:00,1.5
direction,03-06-2015,05:00,100
speed,03-06-2015,08:00,2
direction,03-06-2015,08:00,320
speed,03-06-2015,11:00,3.5
direction,03-06-2015,11:00,300
speed,03-06-2015,14:00,5
direction,03-06-2015,14:00,320
speed,03-06-2015,17:00,5
direction,03-06-2015,17:00,330
speed,03-06-2015,20:00,1.5
direction,03-06-2015,20:00,310
speed,03-06-2015,23:00,2.5
direction,03-06-2015,23:00,280
speed,04-06-2015,02:00,1
direction,04-06-2015,02:00,120
speed,04-06-2015,05:00,1.5
direction,04-06-2015,05:00,130
speed,04-06-2015,08:00,2
direction,04-06-2015,08:00,230
speed,04-06-2015,11:00,4
direction,04-06-2015,11:00,300
speed,04-06-2015,14:00,4.5
direction,04-06-2015,14:00,310
speed,04-06-2015,17:00,5
direction,04-06-2015,17:00,340
speed,04-06-2015,20:00,5
direction,04-06-2015,20:00,340
speed,04-06-2015,23:00,6
direction,04-06-2015,23:00,320
speed,05-06-2015,02:00,4
direction,05-06-2015,02:00,290
speed,05-06-2015,05:00,2
direction,05-06-2015,05:00,120
speed,05-06-2015,08:00,1.5
direction,05-06-2015,08:00,240
speed,05-06-2015,11:00,4.5
direction,05-06-2015,11:00,250
speed,05-06-2015,14:00,6
direction,05-06-2015,14:00,270
speed,05-06-2015,17:00,5
direction,05-06-2015,17:00,320
speed,05-06-2015,20:00,2.5
direction,05-06-2015,20:00,290
speed,05-06-2015,23:00,2.5
direction,05-06-2015,23:00,320
speed,06-06-2015,02:00,3.5
direction,06-06-2015,02:00,140
speed,06-06-2015,05:00,1
direction,06-06-2015,05:00,110
speed,06-06-2015,08:00,2
direction,06-06-2015,08:00,190
speed,06-06-2015,11:00,4.5
direction,06-06-2015,11:00,270
speed,06-06-2015,14:00,5
direction,06-06-2015,14:00,320
speed,06-06-2015,17:00,4.5
direction,06-06-2015,17:00,340
speed,06-06-2015,20:00,4.5
direction,06-06-2015,20:00,350
speed,06-06-2015,23:00,4
direction,06-06-2015,23:00,360
speed,07-06-2015,02:00,0.5
direction,07-06-2015,02:00,110
speed,07-06-2015,05:00,3
direction,07-06-2015,05:00,120
speed,07-06-2015,08:00,1.5
direction,07-06-2015,08:00,270
speed,07-06-2015,11:00,5
direction,07-06-2015,11:00,340
speed,07-06-2015,14:00,6.5
direction,07-06-2015,14:00,340
speed,07-06-2015,17:00,7.5
direction,07-06-2015,17:00,350
speed,07-06-2015,20:00,9.5
direction,07-06-2015,20:00,360
speed,07-06-2015,23:00,1
direction,07-06-2015,23:00,100
speed,08-06-2015,02:00,1.5
direction,08-06-2015,02:00,100
speed,08-06-2015,05:00,1.5
direction,08-06-2015,05:00,110
speed,08-06-2015,08:00,3.5
direction,08-06-2015,08:00,10
