Variable,date,Hour,Value
direction,31-07-2015,08:00,190
speed,31-07-2015,11:00,5.5
direction,31-07-2015,11:00,230
speed,31-07-2015,14:00,5
direction,31-07-2015,14:00,270
speed,31-07-2015,17:00,3.5
direction,31-07-2015,17:00,320
speed,31-07-2015,20:00,2.5
direction,31-07-2015,20:00,340
speed,31-07-2015,23:00,0.5
direction,31-07-2015,23:00,80
speed,01-08-2015,02:00,0.5
direction,01-08-2015,02:00,170
speed,01-08-2015,05:00,3
direction,01-08-2015,05:00,120
speed,01-08-2015,08:00,2.5
direction,01-08-2015,08:00,210
speed,01-08-2015,11:00,4
direction,01-08-2015,11:00,300
speed,01-08-2015,14:00,4.5
direction,01-08-2015,14:00,320
speed,01-08-2015,17:00,6.5
direction,01-08-2015,17:00,340
speed,01-08-2015,20:00,6.5
direction,01-08-2015,20:00,360
speed,01-08-2015,23:00,10
direction,01-08-2015,23:00,360
speed,02-08-2015,02:00,2
direction,02-08-2015,02:00,40
speed,02-08-2015,05:00,1
direction,02-08-2015,05:00,110
speed,02-08-2015,08:00,1.5
direction,02-08-2015,08:00,340
speed,02-08-2015,11:00,8.5
direction,02-08-2015,11:00,350
speed,02-08-2015,14:00,14
direction,02-08-2015,14:00,350
speed,02-08-2015,17:00,13
direction,02-08-2015,17:00,350
speed,02-08-2015,20:00,7
direction,02-08-2015,20:00,10
speed,02-08-2015,23:00,4.5
direction,02-08-2015,23:00,200
speed,03-08-2015,02:00,4
direction,03-08-2015,02:00,210
speed,03-08-2015,05:00,3.5
direction,03-08-2015,05:00,200
speed,03-08-2015,08:00,4
direction,03-08-2015,08:00,210
speed,03-08-2015,11:00,5
direction,03-08-2015,11:00,240
speed,03-08-2015,14:00,3.5
direction,03-08-2015,14:00,270
speed,03-08-2015,17:00,2.5
direction,03-08-2015,17:00,250
speed,03-08-2015,20:00,2
direction,03-08-2015,20:00,220
speed,03-08-2015,23:00,2.5
direction,03-08-2015,23:00,170
speed,04-08-2015,02:00,4
direction,04-08-2015,02:00,230
speed,04-08-2015,05:00,1.5
direction,04-08-2015,05:00,270
speed,04-08-2015,08:00,3
direction,04-08-2015,08:00,210
speed,04-08-2015,11:00,3.5
direction,04-08-2015,11:00,250
speed,04-08-2015,14:00,4.5
direction,04-08-2015,14:00,300
speed,04-08-2015,17:00,4
direction,04-08-2015,17:00,300
speed,04-08-2015,20:00,1.5
direction,04-08-2015,20:00,250
speed,04-08-2015,23:00,1.5
direction,04-08-2015,23:00,260
speed,05-08-2015,02:00,2.5
direction,05-08-2015,02:00,150
speed,05-08-2015,05:00,2
direction,05-08-2015,05:00,140
speed,05-08-2015,08:00,3.5
direction,05-08-2015,08:00,220
speed,05-08-2015,11:00,4.5
direction,05-08-2015,11:00,250
speed,05-08-2015,14:00,5
direction,05-08-2015,14:00,290
speed,05-08-2015,17:00,4.5
direction,05-08-2015,17:00,300
speed,05-08-2015,20:00,2
direction,05-08-2015,20:00,290
speed,05-08-2015,23:00,1.5
direction,05-08-2015,23:00,250
speed,06-08-2015,02:00,2
direction,06-08-2015,02:00,150
speed,06-08-2015,05:00,1
direction,06-08-2015,05:00,200
speed,06-08-2015,08:00,3
direction,06-08-2015,08:00,210
speed,06-08-2015,11:00,4
direction,06-08-2015,11:00,250
speed,06-08-2015,14:00,5.5
direction,06-08-2015,14:00,280
speed,06-08-2015,17:00,4.5
direction,06-08-2015,17:00,290
speed,06-08-2015,20:00,3.5
direction,06-08-2015,20:00,270
speed,06-08-2015,23:00,2.5
direction,06-08-2015,23:00,280
speed,07-08-2015,02:00,1.5
direction,07-08-2015,02:00,100
speed,07-08-2015,05:00,2.5
direction,07-08-2015,05:00,120
speed,07-08-2015,08:00,1
direction,07-08-2015,08:00,210
speed,07-08-2015,11:00,2
direction,07-08-2015,11:00,310
speed,07-08-2015,14:00,3.5
direction,07-08-2015,14:00,340
speed,07-08-2015,17:00,4.5
direction,07-08-2015,17:00,360
speed,07-08-2015,20:00,2.5
direction,07-08-2015,20:00,30
speed,07-08-2015,23:00,0.5
direction,07-08-2015,23:00,150
speed,08-08-2015,02:00,1
direction,08-08-2015,02:00,30
speed,08-08-2015,05:00,5
direction,08-08-2015,05:00,110
speed,08-08-2015,08:00,3
direction,08-08-2015,08:00,180
speed,08-08-2015,11:00,4
direction,08-08-2015,11:00,230
speed,08-08-2015,14:00,4.5
direction,08-08-2015,14:00,300
speed,08-08-2015,17:00,5
direction,08-08-2015,17:00,320
speed,08-08-2015,20:00,4
direction,08-08-2015,20:00,330
speed,08-08-2015,23:00,2
direction,08-08-2015,23:00,350
speed,09-08-2015,02:00,1
direction,09-08-2015,02:00,150
speed,09-08-2015,05:00,3
direction,09-08-2015,05:00,150
speed,09-08-2015,08:00,2.5
direction,09-08-2015,08:00,220
speed,09-08-2015,11:00,4.5
direction,09-08-2015,11:00,250
speed,09-08-2015,14:00,6.5
direction,09-08-2015,14:00,290
speed,09-08-2015,17:00,4.5
direction,09-08-2015,17:00,310
speed,09-08-2015,20:00,3
direction,09-08-2015,20:00,310
speed,09-08-2015,23:00,3.5
direction,09-08-2015,23:00,290
speed,10-08-2015,02:00,3
direction,10-08-2015,02:00,290
speed,10-08-2015,05:00,0.5
direction,10-08-2015,05:00,60
speed,10-08-2015,08:00,3
direction,10-08-2015,08:00,250
speed,10-08-2015,11:00,4
direction,10-08-2015,11:00,260
speed,10-08-2015,14:00,4.5
direction,10-08-2015,14:00,280
speed,10-08-2015,17:00,4.5
direction,10-08-2015,17:00,300
speed,10-08-2015,20:00,4
direction,10-08-2015,20:00,290
speed,10-08-2015,23:00,3.5
direction,10-08-2015,23:00,280
speed,11-08-2015,02:00,3.5
direction,11-08-2015,02:00,260
speed,11-08-2015,05:00,2.5
direction,11-08-2015,05:00,290
speed,11-08-2015,08:00,2.5
direction,11-08-2015,08:00,290
speed,11-08-2015,11:00,3.5
direction,11-08-2015,11:00,260
speed,11-08-2015,14:00,5
direction,11-08-2015,14:00,290
speed,11-08-2015,17:00,5
direction,11-08-2015,17:00,300
speed,11-08-2015,20:00,3
direction,11-08-2015,20:00,300
speed,11-08-2015,23:00,4.5
direction,11-08-2015,23:00,280
speed,12-08-2015,02:00,3.5
direction,12-08-2015,02:00,260
speed,12-08-2015,05:00,4
direction,12-08-2015,05:00,300
speed,12-08-2015,08:00,3.5
direction,12-08-2015,08:00,300
speed,12-08-2015,11:00,3
direction,12-08-2015,11:00,260
speed,12-08-2015,14:00,5.5
direction,12-08-2015,14:00,280
speed,12-08-2015,17:00,4.5
direction,12-08-2015,17:00,280
speed,12-08-2015,20:00,5.5
direction,12-08-2015,20:00,290
speed,12-08-2015,23:00,4
direction,12-08-2015,23:00,280
speed,13-08-2015,02:00,3
direction,13-08-2015,02:00,300
speed,13-08-2015,05:00,2.5
direction,13-08-2015,05:00,280
speed,13-08-2015,08:00,2.5
direction,13-08-2015,08:00,260
speed,13-08-2015,11:00,3.5
direction,13-08-2015,11:00,260
speed,13-08-2015,14:00,4.5
direction,13-08-2015,14:00,280
speed,13-08-2015,17:00,4.5
direction,13-08-2015,17:00,310
speed,13-08-2015,20:00,3
direction,13-08-2015,20:00,310
speed,13-08-2015,23:00,2
direction,13-08-2015,23:00,290
speed,14-08-2015,02:00,2.5
direction,14-08-2015,02:00,260
speed,14-08-2015,05:00,3.5
direction,14-08-2015,05:00,150
speed,14-08-2015,08:00,3
direction,14-08-2015,08:00,230
speed,14-08-2015,11:00,3
direction,14-08-2015,11:00,250
speed,14-08-2015,14:00,4
direction,14-08-2015,14:00,290
speed,14-08-2015,17:00,5
direction,14-08-2015,17:00,320
speed,14-08-2015,20:00,3.5
direction,14-08-2015,20:00,320
speed,14-08-2015,23:00,3
direction,14-08-2015,23:00,310
speed,15-08-2015,02:00,1.5
direction,15-08-2015,02:00,220
speed,15-08-2015,05:00,3.5
direction,15-08-2015,05:00,150
speed,15-08-2015,08:00,3.5
direction,15-08-2015,08:00,190
speed,15-08-2015,11:00,4
direction,15-08-2015,11:00,250
speed,15-08-2015,14:00,4.5
direction,15-08-2015,14:00,300
speed,15-08-2015,17:00,5
direction,15-08-2015,17:00,330
speed,15-08-2015,20:00,3.5
direction,15-08-2015,20:00,360
speed,15-08-2015,23:00,2
direction,15-08-2015,23:00,140
speed,16-08-2015,02:00,0.5
direction,16-08-2015,02:00,100
speed,16-08-2015,05:00,2.5
direction,16-08-2015,05:00,120
speed,16-08-2015,08:00,3
direction,16-08-2015,08:00,310
speed,16-08-2015,11:00,5.5
direction,16-08-2015,11:00,330
speed,16-08-2015,14:00,7.5
direction,16-08-2015,14:00,330
speed,16-08-2015,17:00,10.5
direction,16-08-2015,17:00,350
speed,16-08-2015,20:00,8
direction,16-08-2015,20:00,360
speed,16-08-2015,23:00,1.5
direction,16-08-2015,23:00,50
speed,17-08-2015,02:00,0
direction,17-08-2015,02:00,0
speed,17-08-2015,05:00,5.5
direction,17-08-2015,05:00,330
speed,17-08-2015,08:00,2
direction,17-08-2015,08:00,210
speed,17-08-2015,11:00,4.5
direction,17-08-2015,11:00,320
speed,17-08-2015,14:00,6.5
direction,17-08-2015,14:00,330
speed,17-08-2015,17:00,7.5
direction,17-08-2015,17:00,340
speed,17-08-2015,20:00,5.5
direction,17-08-2015,20:00,330
speed,17-08-2015,23:00,5
direction,17-08-2015,23:00,320
speed,18-08-2015,02:00,3
direction,18-08-2015,02:00,320
speed,18-08-2015,05:00,2
direction,18-08-2015,05:00,310
speed,18-08-2015,08:00,2
direction,18-08-2015,08:00,330
speed,18-08-2015,11:00,5.5
direction,18-08-2015,11:00,310
speed,18-08-2015,14:00,7
direction,18-08-2015,14:00,330
speed,18-08-2015,17:00,8
direction,18-08-2015,17:00,340
speed,18-08-2015,20:00,7.5
direction,18-08-2015,20:00,340
speed,18-08-2015,23:00,3
direction,18-08-2015,23:00,310
speed,19-08-2015,02:00,4
direction,19-08-2015,02:00,320
speed,19-08-2015,05:00,2
direction,19-08-2015,05:00,290
speed,19-08-2015,08:00,2
direction,19-08-2015,08:00,300
speed,19-08-2015,11:00,4
direction,19-08-2015,11:00,310
speed,19-08-2015,14:00,5.5
direction,19-08-2015,14:00,330
speed,19-08-2015,17:00,4.5
direction,19-08-2015,17:00,330
speed,19-08-2015,20:00,4.5
direction,19-08-2015,20:00,330
speed,19-08-2015,23:00,3
direction,19-08-2015,23:00,300
speed,20-08-2015,02:00,2.5
direction,20-08-2015,02:00,310
speed,20-08-2015,05:00,1
direction,20-08-2015,05:00,110
speed,20-08-2015,08:00,1
direction,20-08-2015,08:00,210
speed,20-08-2015,11:00,2.5
direction,20-08-2015,11:00,260
speed,20-08-2015,14:00,5.5
direction,20-08-2015,14:00,290
speed,20-08-2015,17:00,6
direction,20-08-2015,17:00,330
speed,20-08-2015,20:00,4.5
direction,20-08-2015,20:00,340
speed,20-08-2015,23:00,4
direction,20-08-2015,23:00,320
speed,21-08-2015,02:00,3
direction,21-08-2015,02:00,310
speed,21-08-2015,05:00,1.5
direction,21-08-2015,05:00,130
speed,21-08-2015,08:00,3.5
direction,21-08-2015,08:00,260
speed,21-08-2015,11:00,3.5
direction,21-08-2015,11:00,280
speed,21-08-2015,14:00,3
direction,21-08-2015,14:00,280
speed,21-08-2015,17:00,4
direction,21-08-2015,17:00,310
speed,21-08-2015,20:00,3
direction,21-08-2015,20:00,290
speed,21-08-2015,23:00,2.5
direction,21-08-2015,23:00,280
speed,22-08-2015,02:00,2.5
direction,22-08-2015,02:00,290
speed,22-08-2015,05:00,2
direction,22-08-2015,05:00,120
speed,22-08-2015,08:00,2.5
direction,22-08-2015,08:00,190
speed,22-08-2015,11:00,4.5
direction,22-08-2015,11:00,230
speed,22-08-2015,14:00,5
direction,22-08-2015,14:00,280
speed,22-08-2015,17:00,4
direction,22-08-2015,17:00,310
speed,22-08-2015,20:00,1.5
direction,22-08-2015,20:00,260
speed,22-08-2015,23:00,2
direction,22-08-2015,23:00,260
speed,23-08-2015,02:00,1.5
direction,23-08-2015,02:00,110
speed,23-08-2015,05:00,4
direction,23-08-2015,05:00,140
speed,23-08-2015,08:00,4
direction,23-08-2015,08:00,190
speed,23-08-2015,11:00,4
direction,23-08-2015,11:00,210
speed,23-08-2015,14:00,4.5
direction,23-08-2015,14:00,260
speed,23-08-2015,17:00,4
direction,23-08-2015,17:00,280
speed,23-08-2015,20:00,2.5
direction,23-08-2015,20:00,270
speed,23-08-2015,23:00,2.5
direction,23-08-2015,23:00,250
speed,24-08-2015,02:00,3.5
direction,24-08-2015,02:00,240
speed,24-08-2015,05:00,3
direction,24-08-2015,05:00,250
speed,24-08-2015,08:00,4
direction,24-08-2015,08:00,250
speed,24-08-2015,11:00,4
direction,24-08-2015,11:00,250
speed,24-08-2015,14:00,5
direction,24-08-2015,14:00,260
speed,24-08-2015,17:00,4.5
direction,24-08-2015,17:00,270
speed,24-08-2015,20:00,4
direction,24-08-2015,20:00,260
speed,24-08-2015,23:00,5.5
direction,24-08-2015,23:00,260
speed,25-08-2015,02:00,6
direction,25-08-2015,02:00,270
speed,25-08-2015,05:00,4.5
direction,25-08-2015,05:00,260
speed,25-08-2015,08:00,4.5
direction,25-08-2015,08:00,270
speed,25-08-2015,11:00,5
direction,25-08-2015,11:00,260
speed,25-08-2015,14:00,4.5
direction,25-08-2015,14:00,260
speed,25-08-2015,17:00,2.5
direction,25-08-2015,17:00,280
speed,25-08-2015,20:00,2.5
direction,25-08-2015,20:00,270
speed,25-08-2015,23:00,2.5
direction,25-08-2015,23:00,260
speed,26-08-2015,02:00,1
direction,26-08-2015,02:00,90
speed,26-08-2015,05:00,3
direction,26-08-2015,05:00,130
speed,26-08-2015,08:00,0.5
direction,26-08-2015,08:00,240
speed,26-08-2015,11:00,4
direction,26-08-2015,11:00,280
speed,26-08-2015,14:00,5
direction,26-08-2015,14:00,310
speed,26-08-2015,17:00,6
direction,26-08-2015,17:00,330
speed,26-08-2015,20:00,6
direction,26-08-2015,20:00,340
speed,26-08-2015,23:00,3.5
direction,26-08-2015,23:00,330
speed,27-08-2015,02:00,2
direction,27-08-2015,02:00,110
speed,27-08-2015,05:00,2.5
direction,27-08-2015,05:00,120
speed,27-08-2015,08:00,1
direction,27-08-2015,08:00,250
speed,27-08-2015,11:00,4
direction,27-08-2015,11:00,280
speed,27-08-2015,14:00,6.5
direction,27-08-2015,14:00,300
speed,27-08-2015,17:00,5.5
direction,27-08-2015,17:00,310
speed,27-08-2015,20:00,5
direction,27-08-2015,20:00,330
speed,27-08-2015,23:00,3
direction,27-08-2015,23:00,330
speed,28-08-2015,02:00,2
direction,28-08-2015,02:00,100
speed,28-08-2015,05:00,2
direction,28-08-2015,05:00,130
speed,28-08-2015,08:00,2.5
direction,28-08-2015,08:00,200
speed,28-08-2015,11:00,4
direction,28-08-2015,11:00,240
speed,28-08-2015,14:00,5
direction,28-08-2015,14:00,300
speed,28-08-2015,17:00,5
direction,28-08-2015,17:00,320
speed,28-08-2015,20:00,4.5
direction,28-08-2015,20:00,340
speed,28-08-2015,23:00,4
direction,28-08-2015,23:00,340
speed,29-08-2015,02:00,4.5
direction,29-08-2015,02:00,320
speed,29-08-2015,05:00,1.5
direction,29-08-2015,05:00,120
speed,29-08-2015,08:00,1
direction,29-08-2015,08:00,210
speed,29-08-2015,11:00,4
direction,29-08-2015,11:00,270
speed,29-08-2015,14:00,5
direction,29-08-2015,14:00,280
speed,29-08-2015,17:00,4.5
direction,29-08-2015,17:00,310
speed,29-08-2015,20:00,5
direction,29-08-2015,20:00,320
speed,29-08-2015,23:00,3.5
direction,29-08-2015,23:00,310
speed,30-08-2015,02:00,3
direction,30-08-2015,02:00,260
speed,30-08-2015,05:00,4
direction,30-08-2015,05:00,150
speed,30-08-2015,08:00,5
direction,30-08-2015,08:00,180
speed,30-08-2015,11:00,5
direction,30-08-2015,11:00,240
speed,30-08-2015,14:00,5.5
direction,30-08-2015,14:00,260
speed,30-08-2015,17:00,5.5
direction,30-08-2015,17:00,290
speed,30-08-2015,20:00,3
direction,30-08-2015,20:00,300
speed,30-08-2015,23:00,3
direction,30-08-2015,23:00,310
speed,31-08-2015,02:00,3.5
direction,31-08-2015,02:00,290
speed,31-08-2015,05:00,2.5
direction,31-08-2015,05:00,120
speed,31-08-2015,08:00,3
direction,31-08-2015,08:00,160
speed,31-08-2015,11:00,5.5
direction,31-08-2015,11:00,220
speed,31-08-2015,14:00,4.5
direction,31-08-2015,14:00,270
speed,31-08-2015,17:00,5
direction,31-08-2015,17:00,300
speed,31-08-2015,20:00,3
direction,31-08-2015,20:00,310
speed,31-08-2015,23:00,2.5
direction,31-08-2015,23:00,250
speed,01-09-2015,02:00,1.5
direction,01-09-2015,02:00,130
speed,01-09-2015,05:00,4
direction,01-09-2015,05:00,140
speed,01-09-2015,08:00,3.5
direction,01-09-2015,08:00,190
speed,01-09-2015,11:00,5
direction,01-09-2015,11:00,230
speed,01-09-2015,14:00,5
direction,01-09-2015,14:00,290
speed,01-09-2015,17:00,4
direction,01-09-2015,17:00,300
speed,01-09-2015,20:00,3
direction,01-09-2015,20:00,330
speed,01-09-2015,23:00,2
direction,01-09-2015,23:00,150
speed,02-09-2015,02:00,4
direction,02-09-2015,02:00,140
speed,02-09-2015,05:00,4
direction,02-09-2015,05:00,140
speed,02-09-2015,08:00,2
direction,02-09-2015,08:00,160
speed,02-09-2015,11:00,4.5
direction,02-09-2015,11:00,260
speed,02-09-2015,14:00,5
direction,02-09-2015,14:00,280
speed,02-09-2015,17:00,5.5
direction,02-09-2015,17:00,320
speed,02-09-2015,20:00,3.5
direction,02-09-2015,20:00,330
speed,02-09-2015,23:00,1.5
direction,02-09-2015,23:00,350
speed,03-09-2015,02:00,2
direction,03-09-2015,02:00,250
speed,03-09-2015,05:00,4
direction,03-09-2015,05:00,150
speed,03-09-2015,08:00,2.5
direction,03-09-2015,08:00,270
speed,03-09-2015,11:00,3.5
direction,03-09-2015,11:00,270
speed,03-09-2015,14:00,5.5
direction,03-09-2015,14:00,300
speed,03-09-2015,17:00,5.5
direction,03-09-2015,17:00,310
speed,03-09-2015,20:00,6.5
direction,03-09-2015,20:00,340
speed,03-09-2015,23:00,5
direction,03-09-2015,23:00,310
speed,04-09-2015,02:00,3.5
direction,04-09-2015,02:00,300
speed,04-09-2015,05:00,3
direction,04-09-2015,05:00,310
speed,04-09-2015,08:00,3
direction,04-09-2015,08:00,310
speed,04-09-2015,11:00,4.5
direction,04-09-2015,11:00,320
speed,04-09-2015,14:00,7
direction,04-09-2015,14:00,320
speed,04-09-2015,17:00,7
direction,04-09-2015,17:00,330
speed,04-09-2015,20:00,5.5
direction,04-09-2015,20:00,320
speed,04-09-2015,23:00,5.5
direction,04-09-2015,23:00,330
speed,05-09-2015,02:00,5.5
direction,05-09-2015,02:00,320
speed,05-09-2015,05:00,4.5
direction,05-09-2015,05:00,310
speed,05-09-2015,08:00,5
direction,05-09-2015,08:00,330
speed,05-09-2015,11:00,5
direction,05-09-2015,11:00,310
speed,05-09-2015,14:00,6.5
direction,05-09-2015,14:00,310
speed,05-09-2015,17:00,5.5
direction,05-09-2015,17:00,320
speed,05-09-2015,20:00,4.5
direction,05-09-2015,20:00,330
speed,05-09-2015,23:00,4
direction,05-09-2015,23:00,300
speed,06-09-2015,02:00,3.5
direction,06-09-2015,02:00,280
speed,06-09-2015,05:00,1.5
direction,06-09-2015,05:00,50
speed,06-09-2015,08:00,3.5
direction,06-09-2015,08:00,310
speed,06-09-2015,11:00,5
direction,06-09-2015,11:00,320
speed,06-09-2015,14:00,6
direction,06-09-2015,14:00,320
speed,06-09-2015,17:00,5.5
direction,06-09-2015,17:00,330
speed,06-09-2015,20:00,5
direction,06-09-2015,20:00,330
speed,06-09-2015,23:00,4.5
direction,06-09-2015,23:00,340
speed,07-09-2015,02:00,5.5
direction,07-09-2015,02:00,310
speed,07-09-2015,05:00,4
direction,07-09-2015,05:00,290
speed,07-09-2015,08:00,2.5
direction,07-09-2015,08:00,310
speed,07-09-2015,11:00,4.5
direction,07-09-2015,11:00,330
speed,07-09-2015,14:00,5.5
direction,07-09-2015,14:00,330
speed,07-09-2015,17:00,6.5
direction,07-09-2015,17:00,330
speed,07-09-2015,20:00,7
direction,07-09-2015,20:00,350
speed,07-09-2015,23:00,3.5
direction,07-09-2015,23:00,30
speed,08-09-2015,02:00,1.5
direction,08-09-2015,02:00,160
speed,08-09-2015,05:00,2
direction,08-09-2015,05:00,150
speed,08-09-2015,08:00,2
direction,08-09-2015,08:00,170
speed,08-09-2015,11:00,1.5
direction,08-09-2015,11:00,280
speed,08-09-2015,14:00,4.5
direction,08-09-2015,14:00,350
speed,08-09-2015,17:00,6.5
direction,08-09-2015,17:00,360
speed,08-09-2015,20:00,6
direction,08-09-2015,20:00,360
speed,08-09-2015,23:00,4.5
direction,08-09-2015,23:00,360
speed,09-09-2015,02:00,6.5
direction,09-09-2015,02:00,360
speed,09-09-2015,05:00,1.5
direction,09-09-2015,05:00,80
speed,09-09-2015,08:00,1.5
direction,09-09-2015,08:00,310
speed,09-09-2015,11:00,4
direction,09-09-2015,11:00,310
speed,09-09-2015,14:00,7
direction,09-09-2015,14:00,330
speed,09-09-2015,17:00,6.5
direction,09-09-2015,17:00,350
speed,09-09-2015,20:00,3.5
direction,09-09-2015,20:00,340
speed,09-09-2015,23:00,5
direction,09-09-2015,23:00,350
speed,10-09-2015,02:00,0.5
direction,10-09-2015,02:00,50
speed,10-09-2015,05:00,1
direction,10-09-2015,05:00,130
speed,10-09-2015,08:00,1.5
direction,10-09-2015,08:00,70
speed,10-09-2015,11:00,4
direction,10-09-2015,11:00,330
speed,10-09-2015,14:00,8
direction,10-09-2015,14:00,340
speed,10-09-2015,17:00,9.5
direction,10-09-2015,17:00,360
speed,10-09-2015,20:00,9.5
direction,10-09-2015,20:00,360
speed,10-09-2015,23:00,1.5
direction,10-09-2015,23:00,10
speed,11-09-2015,02:00,0
direction,11-09-2015,02:00,0
speed,11-09-2015,05:00,1
direction,11-09-2015,05:00,140
speed,11-09-2015,08:00,2.5
direction,11-09-2015,08:00,20
speed,11-09-2015,11:00,3.5
direction,11-09-2015,11:00,320
speed,11-09-2015,14:00,5
direction,11-09-2015,14:00,300
speed,11-09-2015,17:00,5
direction,11-09-2015,17:00,330
speed,11-09-2015,20:00,5
direction,11-09-2015,20:00,330
speed,11-09-2015,23:00,3.5
direction,11-09-2015,23:00,320
speed,12-09-2015,02:00,1.5
direction,12-09-2015,02:00,260
speed,12-09-2015,05:00,3.5
direction,12-09-2015,05:00,140
speed,12-09-2015,08:00,3
direction,12-09-2015,08:00,170
speed,12-09-2015,11:00,4.5
direction,12-09-2015,11:00,230
speed,12-09-2015,14:00,4.5
direction,12-09-2015,14:00,270
speed,12-09-2015,17:00,3
direction,12-09-2015,17:00,300
speed,12-09-2015,20:00,1.5
direction,12-09-2015,20:00,230
speed,12-09-2015,23:00,3
direction,12-09-2015,23:00,230
speed,13-09-2015,02:00,2.5
direction,13-09-2015,02:00,150
speed,13-09-2015,05:00,1.5
direction,13-09-2015,05:00,120
speed,13-09-2015,08:00,3
direction,13-09-2015,08:00,190
speed,13-09-2015,11:00,4
direction,13-09-2015,11:00,260
speed,13-09-2015,14:00,5
direction,13-09-2015,14:00,300
speed,13-09-2015,17:00,5.5
direction,13-09-2015,17:00,340
speed,13-09-2015,20:00,5.5
direction,13-09-2015,20:00,360
speed,13-09-2015,23:00,0.5
direction,13-09-2015,23:00,60
speed,14-09-2015,02:00,1.5
direction,14-09-2015,02:00,120
speed,14-09-2015,05:00,1
direction,14-09-2015,05:00,60
speed,14-09-2015,08:00,2.5
direction,14-09-2015,08:00,20
speed,14-09-2015,11:00,6.5
direction,14-09-2015,11:00,330
speed,14-09-2015,14:00,7.5
direction,14-09-2015,14:00,340
speed,14-09-2015,17:00,8.5
direction,14-09-2015,17:00,340
speed,14-09-2015,20:00,7.5
direction,14-09-2015,20:00,350
speed,14-09-2015,23:00,2.5
direction,14-09-2015,23:00,340
speed,15-09-2015,02:00,0.5
direction,15-09-2015,02:00,280
speed,15-09-2015,05:00,1.5
direction,15-09-2015,05:00,140
speed,15-09-2015,08:00,1.5
direction,15-09-2015,08:00,160
speed,15-09-2015,11:00,3.5
direction,15-09-2015,11:00,300
speed,15-09-2015,14:00,4
direction,15-09-2015,14:00,310
speed,15-09-2015,17:00,5.5
direction,15-09-2015,17:00,350
speed,15-09-2015,20:00,3.5
direction,15-09-2015,20:00,330
speed,15-09-2015,23:00,2
direction,15-09-2015,23:00,220
speed,16-09-2015,02:00,4
direction,16-09-2015,02:00,330
speed,16-09-2015,05:00,2
direction,16-09-2015,05:00,80
speed,16-09-2015,08:00,1
direction,16-09-2015,08:00,240
speed,16-09-2015,11:00,3.5
direction,16-09-2015,11:00,320
speed,16-09-2015,14:00,6.5
direction,16-09-2015,14:00,310
speed,16-09-2015,17:00,6
direction,16-09-2015,17:00,320
speed,16-09-2015,20:00,5
direction,16-09-2015,20:00,340
speed,16-09-2015,23:00,2.5
direction,16-09-2015,23:00,320
speed,17-09-2015,02:00,1.5
direction,17-09-2015,02:00,120
speed,17-09-2015,05:00,2.5
direction,17-09-2015,05:00,100
speed,17-09-2015,08:00,0.5
direction,17-09-2015,08:00,310
speed,17-09-2015,11:00,5
direction,17-09-2015,11:00,330
speed,17-09-2015,14:00,6
direction,17-09-2015,14:00,340
speed,17-09-2015,17:00,6
direction,17-09-2015,17:00,340
speed,17-09-2015,20:00,5.5
direction,17-09-2015,20:00,360
speed,17-09-2015,23:00,2.5
direction,17-09-2015,23:00,50
speed,18-09-2015,02:00,2
direction,18-09-2015,02:00,70
speed,18-09-2015,05:00,2.5
direction,18-09-2015,05:00,90
speed,18-09-2015,08:00,2.5
direction,18-09-2015,08:00,10
speed,18-09-2015,11:00,4
direction,18-09-2015,11:00,330
speed,18-09-2015,14:00,5
direction,18-09-2015,14:00,320
speed,18-09-2015,17:00,6.5
direction,18-09-2015,17:00,330
speed,18-09-2015,20:00,6
direction,18-09-2015,20:00,350
speed,18-09-2015,23:00,5
direction,18-09-2015,23:00,350
speed,19-09-2015,02:00,2
direction,19-09-2015,02:00,80
speed,19-09-2015,05:00,3.5
direction,19-09-2015,05:00,110
speed,19-09-2015,08:00,1
direction,19-09-2015,08:00,100
speed,19-09-2015,11:00,5.5
direction,19-09-2015,11:00,310
speed,19-09-2015,14:00,5.5
direction,19-09-2015,14:00,340
speed,19-09-2015,17:00,6
direction,19-09-2015,17:00,360
speed,19-09-2015,20:00,4
direction,19-09-2015,20:00,30
speed,19-09-2015,23:00,3
direction,19-09-2015,23:00,50
speed,20-09-2015,02:00,3
direction,20-09-2015,02:00,60
speed,20-09-2015,05:00,1.5
direction,20-09-2015,05:00,320
speed,20-09-2015,08:00,2.5
direction,20-09-2015,08:00,160
speed,20-09-2015,11:00,3.5
direction,20-09-2015,11:00,220
speed,20-09-2015,14:00,5.5
direction,20-09-2015,14:00,340
speed,20-09-2015,17:00,6.5
direction,20-09-2015,17:00,10
speed,20-09-2015,20:00,6
direction,20-09-2015,20:00,340
speed,20-09-2015,23:00,4.5
direction,20-09-2015,23:00,320
speed,21-09-2015,02:00,3.5
direction,21-09-2015,02:00,250
speed,21-09-2015,05:00,6
direction,21-09-2015,05:00,280
speed,21-09-2015,08:00,5
direction,21-09-2015,08:00,250
speed,21-09-2015,11:00,4.5
direction,21-09-2015,11:00,260
speed,21-09-2015,14:00,4.5
direction,21-09-2015,14:00,270
speed,21-09-2015,17:00,4
direction,21-09-2015,17:00,310
speed,21-09-2015,20:00,2.5
direction,21-09-2015,20:00,300
speed,21-09-2015,23:00,1.5
direction,21-09-2015,23:00,110
speed,22-09-2015,02:00,3.5
direction,22-09-2015,02:00,110
